entrezgene,Gene symbol,description,num_trial,num_over,p-val,q_val,expression
10212,DDX39A,DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821],15,9,2.18E-07,3.91E-06,Underexpressed
10615,SPAG5,sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452],19,10,2.40E-07,3.93E-06,Underexpressed
10403,NDC80,"NDC80, kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]",19,10,2.40E-07,4.02E-06,Underexpressed
1033,CDKN3,cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791],19,10,2.40E-07,4.11E-06,Underexpressed
2289,FKBP5,FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721],12,8,3.36E-07,4.24E-06,Underexpressed
991,CDC20,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723],16,9,4.65E-07,4.57E-06,Underexpressed
9055,PRC1,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341],16,9,4.65E-07,4.62E-06,Underexpressed
899,CCNF,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591],16,9,4.65E-07,4.67E-06,Underexpressed
6749,SSRP1,structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327],16,9,4.65E-07,4.73E-06,Underexpressed
9212,AURKB,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],20,10,4.49E-07,4.75E-06,Underexpressed
64151,NCAPG,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],16,9,4.65E-07,4.78E-06,Underexpressed
6636,SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162],20,10,4.49E-07,4.81E-06,Underexpressed
220988,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941],16,9,4.65E-07,4.84E-06,Underexpressed
6632,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158],20,10,4.49E-07,4.87E-06,Underexpressed
200916,RPL22L1,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610],16,9,4.65E-07,4.90E-06,Underexpressed
6421,SFPQ,splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774],20,10,4.49E-07,4.93E-06,Underexpressed
57122,NUP107,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914],20,10,4.49E-07,4.99E-06,Underexpressed
55635,DEPDC1,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949],20,10,4.49E-07,5.06E-06,Underexpressed
55165,CEP55,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161],20,10,4.49E-07,5.13E-06,Underexpressed
51053,GMNN,"geminin, DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]",20,10,4.49E-07,5.19E-06,Underexpressed
51002,TPRKB,TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259],20,10,4.49E-07,5.26E-06,Underexpressed
4678,NASP,nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644],20,10,4.49E-07,5.34E-06,Underexpressed
4175,MCM6,minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949],20,10,4.49E-07,5.41E-06,Underexpressed
4173,MCM4,minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947],20,10,4.49E-07,5.49E-06,Underexpressed
3184,HNRNPD,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036],20,10,4.49E-07,5.57E-06,Underexpressed
3178,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031],20,10,4.49E-07,5.65E-06,Underexpressed
2146,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527],20,10,4.49E-07,5.73E-06,Underexpressed
10664,CTCF,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723],20,10,4.49E-07,5.81E-06,Underexpressed
10051,SMC4,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],20,10,4.49E-07,5.90E-06,Underexpressed
990,CDC6,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744],21,10,7.99E-07,8.09E-06,Underexpressed
8833,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378],21,10,7.99E-07,8.18E-06,Underexpressed
7298,TYMS,thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441],21,10,7.99E-07,8.26E-06,Underexpressed
7112,TMPO,thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875],21,10,7.99E-07,8.35E-06,Underexpressed
6387,CXCL12,C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672],21,10,7.99E-07,8.44E-06,Underexpressed
3930,LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518],21,10,7.99E-07,8.54E-06,Underexpressed
10797,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]",21,10,7.99E-07,8.63E-06,Underexpressed
79801,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547],17,9,9.23E-07,8.87E-06,Underexpressed
63979,FIGNL1,fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286],17,9,9.23E-07,8.96E-06,Underexpressed
54821,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]",17,9,9.23E-07,9.04E-06,Underexpressed
51659,GINS2,GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575],17,9,9.23E-07,9.13E-06,Underexpressed
29899,GPSM2,G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501],17,9,9.23E-07,9.22E-06,Underexpressed
220134,SKA1,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],17,9,9.23E-07,9.32E-06,Underexpressed
10635,RAD51AP1,RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956],17,9,9.23E-07,9.41E-06,Underexpressed
10024,TROAP,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327],17,9,9.23E-07,9.51E-06,Underexpressed
9232,PTTG1,pituitary tumor-transforming 1 [Source:HGNC Symbol;Acc:HGNC:9690],18,9,1.72E-06,1.60E-05,Underexpressed
8317,CDC7,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745],18,9,1.72E-06,1.61E-05,Underexpressed
79968,WDR76,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773],18,9,1.72E-06,1.62E-05,Underexpressed
5422,POLA1,"DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]",14,8,1.78E-06,1.63E-05,Underexpressed
5984,RFC4,replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972],18,9,1.72E-06,1.64E-05,Underexpressed
1058,CENPA,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851],14,8,1.78E-06,1.64E-05,Underexpressed
55771,PRR11,proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619],18,9,1.72E-06,1.65E-05,Underexpressed
55723,ASF1B,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996],18,9,1.72E-06,1.66E-05,Underexpressed
55646,LYAR,Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021],18,9,1.72E-06,1.68E-05,Underexpressed
5557,PRIM1,DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369],18,9,1.72E-06,1.69E-05,Underexpressed
54478,PIMREG,PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483],18,9,1.72E-06,1.71E-05,Underexpressed
5347,PLK1,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],18,9,1.72E-06,1.72E-05,Underexpressed
5198,PFAS,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863],18,9,1.72E-06,1.74E-05,Underexpressed
51444,RNF138,ring finger protein 138 [Source:HGNC Symbol;Acc:HGNC:17765],18,9,1.72E-06,1.75E-05,Underexpressed
3161,HMMR,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012],18,9,1.72E-06,1.77E-05,Underexpressed
29089,UBE2T,ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009],18,9,1.72E-06,1.79E-05,Underexpressed
23165,NUP205,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],18,9,1.72E-06,1.80E-05,Underexpressed
1894,ECT2,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],18,9,1.72E-06,1.82E-05,Underexpressed
11340,EXOSC8,exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035],18,9,1.72E-06,1.84E-05,Underexpressed
10541,ANP32B,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],18,9,1.72E-06,1.85E-05,Underexpressed
9133,CCNB2,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580],19,9,3.06E-06,2.72E-05,Underexpressed
9128,PRPF4,pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349],19,9,3.06E-06,2.74E-05,Underexpressed
9126,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],19,9,3.06E-06,2.76E-05,Underexpressed
89891,WDR34,WD repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:28296],19,9,3.06E-06,2.78E-05,Underexpressed
84722,PSRC1,proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472],19,9,3.06E-06,2.80E-05,Underexpressed
81611,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673],19,9,3.06E-06,2.82E-05,Underexpressed
79731,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]",19,9,3.06E-06,2.84E-05,Underexpressed
79023,NUP37,nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929],19,9,3.06E-06,2.86E-05,Underexpressed
64785,GINS3,GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851],19,9,3.06E-06,2.88E-05,Underexpressed
63967,CLSPN,claspin [Source:HGNC Symbol;Acc:HGNC:19715],19,9,3.06E-06,2.90E-05,Underexpressed
55706,NDC1,NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525],19,9,3.06E-06,2.93E-05,Underexpressed
51071,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269],19,9,3.06E-06,2.95E-05,Underexpressed
4953,ODC1,ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109],19,9,3.06E-06,2.97E-05,Underexpressed
3833,KIFC1,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389],19,9,3.06E-06,2.99E-05,Underexpressed
3148,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000],19,9,3.06E-06,3.02E-05,Underexpressed
25886,POC1A,POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488],19,9,3.06E-06,3.04E-05,Underexpressed
1062,CENPE,centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856],19,9,3.06E-06,3.07E-05,Underexpressed
1031,CDKN2C,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789],19,9,3.06E-06,3.09E-05,Underexpressed
55388,MCM10,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043],15,8,3.56E-06,3.20E-05,Underexpressed
51602,NOP58,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926],15,8,3.56E-06,3.22E-05,Underexpressed
2178,FANCE,Fanconi anemia complementation group E [Source:HGNC Symbol;Acc:HGNC:3586],15,8,3.56E-06,3.24E-05,Underexpressed
83461,CDCA3,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624],20,9,5.19E-06,4.38E-05,Underexpressed
6941,TCF19,transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629],20,9,5.19E-06,4.41E-05,Underexpressed
6428,SRSF3,serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785],20,9,5.19E-06,4.43E-05,Underexpressed
5983,RFC3,replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971],20,9,5.19E-06,4.46E-05,Underexpressed
5827,PXMP2,peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716],20,9,5.19E-06,4.49E-05,Underexpressed
5427,POLE2,"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]",20,9,5.19E-06,4.52E-05,Underexpressed
51435,SCARA3,scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000],20,9,5.19E-06,4.55E-05,Underexpressed
5118,PCOLCE,procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738],20,9,5.19E-06,4.57E-05,Underexpressed
5111,PCNA,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729],20,9,5.19E-06,4.60E-05,Underexpressed
4751,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745],20,9,5.19E-06,4.63E-05,Underexpressed
4174,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],20,9,5.19E-06,4.66E-05,Underexpressed
3615,IMPDH2,inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053],20,9,5.19E-06,4.69E-05,Underexpressed
3181,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033],20,9,5.19E-06,4.72E-05,Underexpressed
3146,HMGB1,high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983],20,9,5.19E-06,4.75E-05,Underexpressed
26271,FBXO5,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584],20,9,5.19E-06,4.78E-05,Underexpressed
2091,FBL,fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599],20,9,5.19E-06,4.82E-05,Underexpressed
165,AEBP1,AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303],20,9,5.19E-06,4.85E-05,Underexpressed
10535,RNASEH2A,ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518],20,9,5.19E-06,4.88E-05,Underexpressed
10468,FST,follistatin [Source:HGNC Symbol;Acc:HGNC:3971],20,9,5.19E-06,4.91E-05,Underexpressed
10236,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],20,9,5.19E-06,4.95E-05,Underexpressed
1019,CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773],20,9,5.19E-06,4.98E-05,Underexpressed
891,CCNB1,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579],16,8,6.66E-06,5.76E-05,Underexpressed
84057,MND1,meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839],16,8,6.66E-06,5.79E-05,Underexpressed
79902,NUP85,nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734],16,8,6.66E-06,5.83E-05,Underexpressed
259266,ASPM,abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048],16,8,6.66E-06,5.86E-05,Underexpressed
994,CDC25B,cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726],21,9,8.49E-06,7.48E-05,Underexpressed
5501,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283],21,9,8.49E-06,7.52E-05,Underexpressed
3182,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034],21,9,8.49E-06,7.56E-05,Underexpressed
1854,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],21,9,8.49E-06,7.61E-05,Underexpressed
1164,CKS2,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000],21,9,8.49E-06,7.65E-05,Underexpressed
93323,HAUS8,HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532],17,8,1.18E-05,0.00010164,Underexpressed
81610,FAM83D,family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122],17,8,1.18E-05,0.000102178,Underexpressed
79733,E2F8,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],17,8,1.18E-05,0.000102722,Underexpressed
7851,MALL,"mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]",17,8,1.18E-05,0.000103271,Underexpressed
7552,ZNF711,zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128],17,8,1.18E-05,0.000103826,Underexpressed
27316,RBMX,"RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:HGNC:9910]",9,6,1.12E-05,0.000104037,Underexpressed
701,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149],17,8,1.18E-05,0.000104387,Underexpressed
55329,MNS1,meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636],17,8,1.18E-05,0.000104955,Underexpressed
55143,CDCA8,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629],17,8,1.18E-05,0.000105528,Underexpressed
4176,MCM7,minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950],17,8,1.18E-05,0.000106108,Underexpressed
4001,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],17,8,1.18E-05,0.000106694,Underexpressed
2189,FANCG,Fanconi anemia complementation group G [Source:HGNC Symbol;Acc:HGNC:3588],17,8,1.18E-05,0.000107287,Underexpressed
728833,FAM72D,family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593],6,5,1.24E-05,0.000107835,Underexpressed
142,PARP1,poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270],17,8,1.18E-05,0.000107886,Underexpressed
1163,CKS1B,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083],17,8,1.18E-05,0.000108492,Underexpressed
10196,PRMT3,protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163],17,8,1.18E-05,0.000109105,Underexpressed
8364,HIST1H4C,histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787],13,7,1.38E-05,0.000121018,Underexpressed
389114,ZNF662,zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930],13,7,1.38E-05,0.000121645,Underexpressed
24137,KIF4A,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339],13,7,1.38E-05,0.000122279,Underexpressed
83990,BRIP1,BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473],18,8,1.98E-05,0.000173765,Underexpressed
8208,CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911],18,8,1.98E-05,0.000174608,Underexpressed
6432,SRSF7,serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789],18,8,1.98E-05,0.00017546,Underexpressed
5888,RAD51,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817],18,8,1.98E-05,0.00017632,Underexpressed
55504,TNFRSF19,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915],18,8,1.98E-05,0.000177189,Underexpressed
55299,BRIX1,"BRX1, biogenesis of ribosomes [Source:HGNC Symbol;Acc:HGNC:24170]",18,8,1.98E-05,0.000178066,Underexpressed
338773,TMEM119,transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884],18,8,1.98E-05,0.000178952,Underexpressed
26147,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566],18,8,1.98E-05,0.000179846,Underexpressed
2521,FUS,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010],18,8,1.98E-05,0.00018075,Underexpressed
195828,ZNF367,zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320],18,8,1.98E-05,0.000181663,Underexpressed
1719,DHFR,dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861],18,8,1.98E-05,0.000182585,Underexpressed
113130,CDCA5,cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626],18,8,1.98E-05,0.000183517,Underexpressed
11222,MRPL3,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379],18,8,1.98E-05,0.000184458,Underexpressed
84319,CMSS1,cms1 ribosomal small subunit homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:28666],14,7,2.59E-05,0.00023533,Underexpressed
56992,KIF15,kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273],14,7,2.59E-05,0.000236451,Underexpressed
387103,CENPW,centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488],14,7,2.59E-05,0.000237582,Underexpressed
1736,DKC1,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890],14,7,2.59E-05,0.000238724,Underexpressed
93081,TEX30,testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188],19,8,3.20E-05,0.000274906,Underexpressed
8886,DDX18,DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741],19,8,3.20E-05,0.000276097,Underexpressed
81929,SEH1L,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379],19,8,3.20E-05,0.000277297,Underexpressed
79866,BORA,"bora, aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]",19,8,3.20E-05,0.000278508,Underexpressed
7398,USP1,ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607],19,8,3.20E-05,0.000279729,Underexpressed
6502,SKP2,S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901],19,8,3.20E-05,0.000280962,Underexpressed
63901,FAM111A,family with sequence similarity 111 member A [Source:HGNC Symbol;Acc:HGNC:24725],19,8,3.20E-05,0.000282205,Underexpressed
6119,RPA3,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291],19,8,3.20E-05,0.000283459,Underexpressed
55632,G2E3,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338],19,8,3.20E-05,0.000284725,Underexpressed
55319,TMA16,translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638],19,8,3.20E-05,0.000286001,Underexpressed
55093,WDYHV1,WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490],19,8,3.20E-05,0.00028729,Underexpressed
4869,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910],19,8,3.20E-05,0.00028859,Underexpressed
440,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753],19,8,3.20E-05,0.000289901,Underexpressed
3005,H1F0,H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714],19,8,3.20E-05,0.000291225,Underexpressed
28960,DCPS,"decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]",19,8,3.20E-05,0.000292561,Underexpressed
26586,CKAP2,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990],19,8,3.20E-05,0.000293909,Underexpressed
1978,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288],19,8,3.20E-05,0.00029527,Underexpressed
1786,DNMT1,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],19,8,3.20E-05,0.000296643,Underexpressed
113174,SAAL1,serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158],19,8,3.20E-05,0.000298029,Underexpressed
10465,PPIH,peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651],19,8,3.20E-05,0.000299429,Underexpressed
1017,CDK2,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771],19,8,3.20E-05,0.000300841,Underexpressed
6472,SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],15,7,4.55E-05,0.000413757,Underexpressed
5176,SERPINF1,serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824],15,7,4.55E-05,0.000415525,Underexpressed
10112,KIF20A,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],15,7,4.55E-05,0.000417309,Underexpressed
9585,KIF20B,kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212],20,8,4.98E-05,0.000433482,Underexpressed
90459,ERI1,exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994],20,8,4.98E-05,0.000435223,Underexpressed
8835,SOCS2,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382],20,8,4.98E-05,0.000436978,Underexpressed
8815,BANF1,barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397],20,8,4.98E-05,0.000438747,Underexpressed
6626,SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151],20,8,4.98E-05,0.000440531,Underexpressed
5931,RBBP7,"RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]",20,8,4.98E-05,0.000442329,Underexpressed
5558,PRIM2,DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370],20,8,4.98E-05,0.000444142,Underexpressed
53371,NUP54,nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359],20,8,4.98E-05,0.00044597,Underexpressed
4436,MSH2,mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325],20,8,4.98E-05,0.000447812,Underexpressed
3925,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510],20,8,4.98E-05,0.000449671,Underexpressed
3609,ILF3,interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038],20,8,4.98E-05,0.000451544,Underexpressed
273,AMPH,amphiphysin [Source:HGNC Symbol;Acc:HGNC:471],20,8,4.98E-05,0.000453433,Underexpressed
23468,CBX5,chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555],20,8,4.98E-05,0.000455339,Underexpressed
23347,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090],20,8,4.98E-05,0.00045726,Underexpressed
10452,TOMM40,translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001],20,8,4.98E-05,0.000459197,Underexpressed
9735,KNTC1,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255],16,7,7.57E-05,0.000664235,Underexpressed
91607,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633],16,7,7.57E-05,0.000666713,Underexpressed
83987,CCDC8,coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367],16,7,7.57E-05,0.000669211,Underexpressed
708,C1QBP,complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243],16,7,7.57E-05,0.000671726,Underexpressed
57405,SPC25,"SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]",16,7,7.57E-05,0.000674261,Underexpressed
