Data_id,Study_name,Project_name,Sample_id,Sample_title,Cell_line_raw,Tissue_type,Cell_type_name,Cell_type,Cell_type_id,Stage,Treatment,Sene_type,Growth_arrest,SA-beta-gal,LMNB1,pRb/pRb,CCK-8,p16/p21/p53/p-p53,SASP,MKi67,BrdU/EdU_stain,SAHFs_stain,SASP_associated_genes
SRR1660540,GSE63577,PRJNA268292,GSM1553091,BJ_OLD_1,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,"	population doublings: 72",RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660541,GSE63577,PRJNA268292,GSM1553092,BJ_OLD_2,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,"	population doublings: 72",RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660542,GSE63577,PRJNA268292,GSM1553093,BJ_OLD_3,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Sene,"	population doublings: 72",RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660537,GSE63577,PRJNA268292,GSM1553088,BJ_Y1,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1660538,GSE63577,PRJNA268292,GSM1553089,BJ_Y2,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1660539,GSE63577,PRJNA268292,GSM1553090,BJ_Y3,BJ,Normal,Primary foreskin fibroblasts,Fibroblasts,BJ,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284462,GSE123380,PRJNA508601,GSM3502429,A_BJ_ras,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,doxycyline,OIS,1,0,0,0,0,1,0,0,1,0,0
SRR8284463,GSE123380,PRJNA508601,GSM3502430,B_BJ_ras,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,doxycyline,OIS,1,0,0,0,0,1,0,0,1,0,0
SRR8284460,GSE123380,PRJNA508601,GSM3502427,A_BJ,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284464,GSE123380,PRJNA508601,GSM3502431,A_clone_4,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284465,GSE123380,PRJNA508601,GSM3502432,B_clone_4,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,Gene Editing,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284466,GSE123380,PRJNA508601,GSM3502433,A_clone_5,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,Gene Editing,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284467,GSE123380,PRJNA508601,GSM3502434,B_clone_5,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,Gene Editing,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284468,GSE123380,PRJNA508601,GSM3502435,A_clone_8,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8284469,GSE123380,PRJNA508601,GSM3502436,B_clone_8,BJ-hTERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932982,GSE130099,PRJNA533830,GSM3731912,BJ-T-AKT1,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-myrAKT1 ,GMIS,0,1,1,1,0,1,0,0,1,0,0
SRR8932983,GSE130099,PRJNA533830,GSM3731913,BJ-T-AKT2,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-myrAKT1 ,GMIS,0,1,1,1,0,1,0,0,0,0,0
SRR8932984,GSE130099,PRJNA533830,GSM3731914,BJ-T-AKT3,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-myrAKT1 ,GMIS,0,1,1,1,0,1,0,0,0,0,0
SRR8932979,GSE130099,PRJNA533830,GSM3731909,BJ-T1, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932980,GSE130099,PRJNA533830,GSM3731910,BJ-T2, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932981,GSE130099,PRJNA533830,GSM3731911,BJ-T3, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932988,GSE130100,PRJNA533831,GSM3731918,HRAS-NTC-1,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-HRASG12V ,OIS,0,1,1,1,0,1,0,0,0,0,0
SRR8932989,GSE130100,PRJNA533831,GSM3731919,HRAS-NTC-2,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-HRASG12V ,OIS,0,1,1,1,0,1,0,0,0,0,0
SRR8932990,GSE130100,PRJNA533831,GSM3731920,HRAS-NTC-3,BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Sene,pBabe-puro-HRASG12V ,OIS,0,1,1,1,0,1,0,0,0,0,0
SRR8932985,GSE130100,PRJNA533831,GSM3731915,pBabe-NTC-1, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932986,GSE130100,PRJNA533831,GSM3731916,pBabe-NTC-2, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,Mutant,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8932987,GSE130100,PRJNA533831,GSM3731917,pBabe-NTC-3, BJ-TERT,Normal,Immortalized human foreskin fibroblasts,Fibroblasts,BJ-hTERT,Pro,Mutant,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6515355,GSE109700,PRJNA431791,GSM2948608,Deep Senescence rep1,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 16 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515356,GSE109700,PRJNA431791,GSM2948609,Deep Senescence rep2,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 16 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515357,GSE109700,PRJNA431791,GSM2948610,Deep Senescence rep3,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 16 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515352,GSE109700,PRJNA431791,GSM2948605,Early Senescence rep1,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 8 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515353,GSE109700,PRJNA431791,GSM2948606,Early Senescence rep2,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 8 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515354,GSE109700,PRJNA431791,GSM2948607,Early Senescence rep3,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Sene,"after serial passaging and entrance in Replicative Senescence, 8 weeks",RS,0,1,0,0,0,1,1,0,1,0,0
SRR6515349,GSE109700,PRJNA431791,GSM2948602,Proliferating rep1,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6515350,GSE109700,PRJNA431791,GSM2948603,Proliferating rep2,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6515351,GSE109700,PRJNA431791,GSM2948604,Proliferating rep3,NA,Normal,Es-derived lung fibroblast cells,Fibroblasts,ES-LF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701716,GSE210020,PRJNA863375,GSM6415303,"senescent HDFs, ABT263, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50+5 micromolar of ABT263,RS+drug,0,1,0,0,0,1,0,0,0,0,0
SRR20701706,GSE210020,PRJNA863375,GSM6415313,"senescent HDFs, ABT263, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 5 micromolar of ABT263,RS+drug,0,1,0,0,0,1,0,0,0,0,0
SRR20701690,GSE210020,PRJNA863375,GSM6415323,"senescent HDFs, ABT263, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 5 micromolar of ABT263,RS+drug,0,1,0,0,0,1,0,0,0,0,0
SRR20701718,GSE210020,PRJNA863375,GSM6415301,"senescent HDFs, control, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + DMSO,RS,0,1,0,0,0,1,0,0,0,0,0
SRR20701708,GSE210020,PRJNA863375,GSM6415311,"senescent HDFs, control, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50+DMSO,RS,0,1,0,0,0,1,0,0,0,0,0
SRR20701692,GSE210020,PRJNA863375,GSM6415321,"senescent HDFs, control, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + DMSO,RS,0,1,0,0,0,1,0,0,0,0,0
SRR20701715,GSE210020,PRJNA863375,GSM6415304,"senescent HDFs, MP470, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50+20 micromolar of MP470,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701705,GSE210020,PRJNA863375,GSM6415314,"senescent HDFs, MP470, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 20 micromolar of MP470,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701689,GSE210020,PRJNA863375,GSM6415324,"senescent HDFs, MP470, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 20 micromolar of MP470,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701717,GSE210020,PRJNA863375,GSM6415302,"senescent HDFs, Nintedanib, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 5 micromolar of Nintedanib,RS+drug,0,1,0,0,1,1,0,0,0,0,0
SRR20701707,GSE210020,PRJNA863375,GSM6415312,"senescent HDFs, Nintedanib, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 5 micromolar of Nintedanib,RS+drug,0,1,0,0,1,1,0,0,0,0,0
SRR20701691,GSE210020,PRJNA863375,GSM6415322,"senescent HDFs, Nintedanib, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 5 micromolar of Nintedanib,RS+drug,0,1,0,0,1,1,0,0,0,0,0
SRR20701714,GSE210020,PRJNA863375,GSM6415305,"senescent HDFs, sunitinib, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50+10 micromolar of Sunitinib,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701704,GSE210020,PRJNA863375,GSM6415315,"senescent HDFs, sunitinib, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50 + 10 micromolar of Sunitinib,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701688,GSE210020,PRJNA863375,GSM6415325,"senescent HDFs, sunitinib, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,passage 50+10 micromolar of Sunitinib,RS+drug,0,0,0,0,0,0,0,0,0,0,0
SRR20701679,GSE210020,PRJNA863375,GSM6415334,"non-senescent HDFs, Nintedanib for 3 days, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701680,GSE210020,PRJNA863375,GSM6415333,"non-senescent HDFs, control (DMSO for 3 days), bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701681,GSE210020,PRJNA863375,GSM6415332,"non-senescent HDFs, Nintedanib for 13 days, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701682,GSE210020,PRJNA863375,GSM6415331,"non-senescent HDFs, Nintedanib for 3 days then 10 day after withdrawal of the drug, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701683,GSE210020,PRJNA863375,GSM6415330,"non-senescent HDFs, sunitinib, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701684,GSE210020,PRJNA863375,GSM6415329,"non-senescent HDFs, MP470, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701685,GSE210020,PRJNA863375,GSM6415328,"non-senescent HDFs, ABT263, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701686,GSE210020,PRJNA863375,GSM6415327,"non-senescent HDFs, Nintedanib, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701687,GSE210020,PRJNA863375,GSM6415326,"non-senescent HDFs, control, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701693,GSE210020,PRJNA863375,GSM6415320,"non-senescent HDFs, sunitinib, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701694,GSE210020,PRJNA863375,GSM6415319,"non-senescent HDFs, MP470, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701695,GSE210020,PRJNA863375,GSM6415340,"non-senescent HDFs, Nintedanib for 13 days, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701696,GSE210020,PRJNA863375,GSM6415339,"non-senescent HDFs, Nintedanib for 3 days then 10 day after withdrawal of the drug, bio rep 3",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701697,GSE210020,PRJNA863375,GSM6415338,"non-senescent HDFs, Nintedanib for 3 days, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701698,GSE210020,PRJNA863375,GSM6415337,"non-senescent HDFs, control (DMSO for 3 days), bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701699,GSE210020,PRJNA863375,GSM6415336,"non-senescent HDFs, Nintedanib for 13 days, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701700,GSE210020,PRJNA863375,GSM6415335,"non-senescent HDFs, Nintedanib for 3 days then 10 day after withdrawal of the drug, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701701,GSE210020,PRJNA863375,GSM6415318,"non-senescent HDFs, ABT263, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701702,GSE210020,PRJNA863375,GSM6415317,"non-senescent HDFs, Nintedanib, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701703,GSE210020,PRJNA863375,GSM6415316,"non-senescent HDFs, control, bio rep 2",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701709,GSE210020,PRJNA863375,GSM6415310,"non-senescent HDFs, sunitinib, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701710,GSE210020,PRJNA863375,GSM6415309,"non-senescent HDFs, MP470, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701711,GSE210020,PRJNA863375,GSM6415308,"non-senescent HDFs, ABT263, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701712,GSE210020,PRJNA863375,GSM6415307,"non-senescent HDFs, Nintedanib, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR20701713,GSE210020,PRJNA863375,GSM6415306,"non-senescent HDFs, control, bio rep 1",HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5169358,GSE93535,PRJNA361062,GSM2454324,SIPS_1,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,population doubling: 15,RS,0,1,0,0,0,1,0,0,1,0,0
SRR5169359,GSE93535,PRJNA361062,GSM2454325,SIPS_2,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,population doubling: 15,RS,0,1,0,0,0,1,0,0,1,0,0
SRR5169360,GSE93535,PRJNA361062,GSM2454326,SIPS_3,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Sene,population doubling: 15,RS,0,1,0,0,0,1,0,0,1,0,0
SRR5169351,GSE93535,PRJNA361062,GSM2454318,Q_1,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5169352,GSE93535,PRJNA361062,GSM2454319,Q_2,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5169353,GSE93535,PRJNA361062,GSM2454320,Q_3,HDF,Normal,Human dermal fibroblast,Fibroblasts,HDF,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1660546,GSE63577,PRJNA268292,GSM1553097,HFF_PD74_1,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660547,GSE63577,PRJNA268292,GSM1553098,HFF_PD74_2,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660548,GSE63577,PRJNA268292,GSM1553099,HFF_PD74_3,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1660543,GSE63577,PRJNA268292,GSM1553094,HFF_PD16_1,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1660544,GSE63577,PRJNA268292,GSM1553095,HFF_PD16_2,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1660545,GSE63577,PRJNA268292,GSM1553096,HFF_PD16_3,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1736366,GSE64553,PRJNA271291,GSM1574146,HFF_PD74_woRotenone1,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1736367,GSE64553,PRJNA271291,GSM1574147,HFF_PD74_woRotenone2,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1736368,GSE64553,PRJNA271291,GSM1574148,HFF_PD74_woRotenone3,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Sene,PD74,RS,0,1,0,0,0,1,0,0,0,0,0
SRR1736336,GSE64553,PRJNA271291,GSM1574116,HFF_PD22_woRotenone1,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1736337,GSE64553,PRJNA271291,GSM1574117,HFF_PD22_woRotenone2,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1736338,GSE64553,PRJNA271291,GSM1574118,HFF_PD22_woRotenone3,HFF,Normal,Human foreskin fibroblasts,Fibroblasts,HFF,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6048193,GSE103938,PRJNA407729,GSM2786636,OSKM_1,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,OSKM expressing vector,GMIS,0,1,0,1,0,1,0,0,0,0,0
SRR6048200,GSE103938,PRJNA407729,GSM2786643,OSKM_2,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,OSKM expressing vector,GMIS,0,1,0,0,0,1,0,0,1,0,0
SRR6048207,GSE103938,PRJNA407729,GSM2786650,OSKM_3,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,OSKM expressing vector,GMIS,0,1,0,0,0,1,0,0,1,0,0
SRR6048196,GSE103938,PRJNA407729,GSM2786639,RAS_1,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,RAS expressing vector,OIS,0,1,0,0,0,1,0,0,1,0,0
SRR6048203,GSE103938,PRJNA407729,GSM2786646,RAS_2,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,RAS expressing vector,OIS,0,1,0,0,0,1,0,0,1,0,0
SRR6048210,GSE103938,PRJNA407729,GSM2786653,RAS_3,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,RAS expressing vector,OIS,0,1,0,0,0,1,0,0,1,0,0
SRR6048192,GSE103938,PRJNA407729,GSM2786635,Prolif_1,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6048199,GSE103938,PRJNA407729,GSM2786642,Prolif_2,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6048206,GSE103938,PRJNA407729,GSM2786649,Prolif_3,IMR90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6869122,GSE112068,PRJNA439216,GSM3056984,IMR-90 40_8d,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,bleomycin,CIS,0,1,0,0,0,0,0,0,0,0,0
SRR6869103,GSE112068,PRJNA439216,GSM3056966,IMR-90 0_0d,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6869105,GSE112068,PRJNA439216,GSM3056967,IMR-90 0_4d,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,Chemotherapy,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6869106,GSE112068,PRJNA439216,GSM3056968,IMR-90 0_8d,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,Chemotherapy,NA,0,0,0,0,0,0,0,0,0,0,0
SRR7697061,GSE118583,PRJNA486152,GSM3333748,IMR-90_IR_senescent_1,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,10 Gy gamma-radiation,IRIS,0,1,0,0,0,0,1,0,0,0,0
SRR7697062,GSE118583,PRJNA486152,GSM3333749,IMR-90_IR_senescent_2,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,10 Gy gamma-radiation,IRIS,0,1,0,0,0,0,1,0,0,0,0
SRR7697063,GSE118583,PRJNA486152,GSM3333750,IMR-90_IR_senescent_3,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,10 Gy gamma-radiation,IRIS,0,1,0,0,0,0,1,0,0,0,0
SRR7697058,GSE118583,PRJNA486152,GSM3333745,IMR-90_IR_control1_1,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,Chemotherapy,NA,0,0,0,0,0,0,0,0,0,0,0
SRR7697059,GSE118583,PRJNA486152,GSM3333746,IMR-90_IR_control1_2,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR7697060,GSE118583,PRJNA486152,GSM3333747,IMR-90_IR_control1_3,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9016159,GSE130727,PRJNA541183,GSM3752534,IMR-90 IR+ 1,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,10 Gy of ionizing radiation exposure,IRIS,0,1,0,0,0,1,0,0,0,0,0
SRR9016160,GSE130727,PRJNA541183,GSM3752535,IMR-90 IR+ 2,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,10 Gy of ionizing radiation exposure,IRIS,0,1,0,0,0,1,0,0,0,0,0
SRR9016161,GSE130727,PRJNA541183,GSM3752536,IMR-90 PDL52 1,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,PDL52,RS,0,1,0,0,0,1,0,0,0,0,0
SRR9016162,GSE130727,PRJNA541183,GSM3752537,IMR-90 PDL52 2,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Sene,PDL52,RS,0,1,0,0,0,1,0,0,0,0,0
SRR9016157,GSE130727,PRJNA541183,GSM3752532,IMR-90 PDL15 1,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR9016158,GSE130727,PRJNA541183,GSM3752533,IMR-90 PDL15 2,IMR-90,Normal,Human diploid lung fibroblast,Fibroblasts,IMR-90,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
