"","method","unit","AUC","method_type","dataset"
"Tang2019.145","RB1","Fold06.Rep1",0.473359375,"Marker","Tang2019"
"Tang2019.146","CDK1","Fold06.Rep1",0.498619791666667,"Marker","Tang2019"
"Tang2019.147","CDK4","Fold06.Rep1",0.496736111111111,"Marker","Tang2019"
"Tang2019.148","CDK6","Fold06.Rep1",0.55837962962963,"Marker","Tang2019"
"Tang2019.149","MKI67","Fold06.Rep1",0.500445601851852,"Marker","Tang2019"
"Tang2019.150","CDKN2B","Fold06.Rep1",0.498032407407408,"Marker","Tang2019"
"Tang2019.151","hUSI","Fold07.Rep1",0.82438850308642,"hUSI","Tang2019"
"Tang2019.152","DAS","Fold07.Rep1",0.57992862654321,"Senecence Score","Tang2019"
"Tang2019.153","mSS","Fold07.Rep1",0.603852237654321,"Senecence Score","Tang2019"
"Tang2019.154","DAS+mSS","Fold07.Rep1",0.609611304012346,"Senecence Score","Tang2019"
"Tang2019.155","lassoCS","Fold07.Rep1",0.458152970679012,"Senecence Score","Tang2019"
"Tang2019.156","CSS","Fold07.Rep1",0.458152970679012,"Senecence Score","Tang2019"
"Tang2019.157","SenMayo","Fold07.Rep1",0.426012731481481,"Gene set","Tang2019"
"Tang2019.158","CellAge","Fold07.Rep1",0.467671682098765,"Gene set","Tang2019"
"Tang2019.159","GenAge","Fold07.Rep1",0.479477237654321,"Gene set","Tang2019"
"Tang2019.160","ASIG","Fold07.Rep1",0.509456018518519,"Gene set","Tang2019"
"Tang2019.161","SASP","Fold07.Rep1",0.478396990740741,"Gene set","Tang2019"
"Tang2019.162","AgingAtlas","Fold07.Rep1",0.445997299382716,"Gene set","Tang2019"
"Tang2019.163","SenUp","Fold07.Rep1",0.753979552469136,"Gene set","Tang2019"
"Tang2019.164","SigRS","Fold07.Rep1",0.566097608024691,"Gene set","Tang2019"
"Tang2019.165","GLB1","Fold07.Rep1",0.54487075617284,"Marker","Tang2019"
"Tang2019.166","TP53","Fold07.Rep1",0.467565586419753,"Marker","Tang2019"
"Tang2019.167","CDKN1A","Fold07.Rep1",0.707171103395062,"Marker","Tang2019"
"Tang2019.168","CDKN2A","Fold07.Rep1",0.463217592592593,"Marker","Tang2019"
"Tang2019.169","LMNB1","Fold07.Rep1",0.498591820987654,"Marker","Tang2019"
"Tang2019.170","RB1","Fold07.Rep1",0.473594714506173,"Marker","Tang2019"
"Tang2019.171","CDK1","Fold07.Rep1",0.49860050154321,"Marker","Tang2019"
"Tang2019.172","CDK4","Fold07.Rep1",0.494469521604938,"Marker","Tang2019"
"Tang2019.173","CDK6","Fold07.Rep1",0.562310956790123,"Marker","Tang2019"
"Tang2019.174","MKI67","Fold07.Rep1",0.503923611111111,"Marker","Tang2019"
"Tang2019.175","CDKN2B","Fold07.Rep1",0.493927469135803,"Marker","Tang2019"
"Tang2019.176","hUSI","Fold08.Rep1",0.825405092592593,"hUSI","Tang2019"
"Tang2019.177","DAS","Fold08.Rep1",0.585144675925926,"Senecence Score","Tang2019"
"Tang2019.178","mSS","Fold08.Rep1",0.601117862654321,"Senecence Score","Tang2019"
"Tang2019.179","DAS+mSS","Fold08.Rep1",0.61131462191358,"Senecence Score","Tang2019"
"Tang2019.180","lassoCS","Fold08.Rep1",0.458624614197531,"Senecence Score","Tang2019"
"Tang2019.181","CSS","Fold08.Rep1",0.458624614197531,"Senecence Score","Tang2019"
"Tang2019.182","SenMayo","Fold08.Rep1",0.424868827160494,"Gene set","Tang2019"
"Tang2019.183","CellAge","Fold08.Rep1",0.463478009259259,"Gene set","Tang2019"
"Tang2019.184","GenAge","Fold08.Rep1",0.477795138888889,"Gene set","Tang2019"
"Tang2019.185","ASIG","Fold08.Rep1",0.505842978395062,"Gene set","Tang2019"
"Tang2019.186","SASP","Fold08.Rep1",0.471066743827161,"Gene set","Tang2019"
"Tang2019.187","AgingAtlas","Fold08.Rep1",0.447503858024691,"Gene set","Tang2019"
"Tang2019.188","SenUp","Fold08.Rep1",0.75350887345679,"Gene set","Tang2019"
"Tang2019.189","SigRS","Fold08.Rep1",0.564704861111111,"Gene set","Tang2019"
"Tang2019.190","GLB1","Fold08.Rep1",0.542253086419753,"Marker","Tang2019"
"Tang2019.191","TP53","Fold08.Rep1",0.465281635802469,"Marker","Tang2019"
"Tang2019.192","CDKN1A","Fold08.Rep1",0.707696759259259,"Marker","Tang2019"
"Tang2019.193","CDKN2A","Fold08.Rep1",0.459552469135802,"Marker","Tang2019"
"Tang2019.194","LMNB1","Fold08.Rep1",0.499274691358025,"Marker","Tang2019"
"Tang2019.195","RB1","Fold08.Rep1",0.487498070987654,"Marker","Tang2019"
"Tang2019.196","CDK1","Fold08.Rep1",0.500002893518519,"Marker","Tang2019"
"Tang2019.197","CDK4","Fold08.Rep1",0.496801697530864,"Marker","Tang2019"
"Tang2019.198","CDK6","Fold08.Rep1",0.561880787037037,"Marker","Tang2019"
"Tang2019.199","MKI67","Fold08.Rep1",0.503323688271605,"Marker","Tang2019"
"Tang2019.200","CDKN2B","Fold08.Rep1",0.493195408950617,"Marker","Tang2019"
"Tang2019.201","hUSI","Fold09.Rep1",0.826753472222222,"hUSI","Tang2019"
"Tang2019.202","DAS","Fold09.Rep1",0.588973765432099,"Senecence Score","Tang2019"
"Tang2019.203","mSS","Fold09.Rep1",0.59912712191358,"Senecence Score","Tang2019"
"Tang2019.204","DAS+mSS","Fold09.Rep1",0.61275462962963,"Senecence Score","Tang2019"
"Tang2019.205","lassoCS","Fold09.Rep1",0.454661458333333,"Senecence Score","Tang2019"
"Tang2019.206","CSS","Fold09.Rep1",0.454661458333333,"Senecence Score","Tang2019"
"Tang2019.207","SenMayo","Fold09.Rep1",0.422957175925926,"Gene set","Tang2019"
"Tang2019.208","CellAge","Fold09.Rep1",0.471302083333333,"Gene set","Tang2019"
"Tang2019.209","GenAge","Fold09.Rep1",0.488690200617284,"Gene set","Tang2019"
"Tang2019.210","ASIG","Fold09.Rep1",0.515769675925926,"Gene set","Tang2019"
"Tang2019.211","SASP","Fold09.Rep1",0.489122299382716,"Gene set","Tang2019"
"Tang2019.212","AgingAtlas","Fold09.Rep1",0.455314429012346,"Gene set","Tang2019"
"Tang2019.213","SenUp","Fold09.Rep1",0.756626157407407,"Gene set","Tang2019"
"Tang2019.214","SigRS","Fold09.Rep1",0.568402777777778,"Gene set","Tang2019"
"Tang2019.215","GLB1","Fold09.Rep1",0.545962577160494,"Marker","Tang2019"
"Tang2019.216","TP53","Fold09.Rep1",0.468705632716049,"Marker","Tang2019"
"Tang2019.217","CDKN1A","Fold09.Rep1",0.717286844135802,"Marker","Tang2019"
"Tang2019.218","CDKN2A","Fold09.Rep1",0.463348765432099,"Marker","Tang2019"
"Tang2019.219","LMNB1","Fold09.Rep1",0.498590856481481,"Marker","Tang2019"
"Tang2019.220","RB1","Fold09.Rep1",0.479504243827161,"Marker","Tang2019"
"Tang2019.221","CDK1","Fold09.Rep1",0.498609182098765,"Marker","Tang2019"
"Tang2019.222","CDK4","Fold09.Rep1",0.496877893518519,"Marker","Tang2019"
"Tang2019.223","CDK6","Fold09.Rep1",0.564396219135803,"Marker","Tang2019"
"Tang2019.224","MKI67","Fold09.Rep1",0.503231095679012,"Marker","Tang2019"
"Tang2019.225","CDKN2B","Fold09.Rep1",0.495989583333333,"Marker","Tang2019"
"Tang2019.226","hUSI","Fold10.Rep1",0.825746527777778,"hUSI","Tang2019"
"Tang2019.227","DAS","Fold10.Rep1",0.581951195987654,"Senecence Score","Tang2019"
"Tang2019.228","mSS","Fold10.Rep1",0.593257137345679,"Senecence Score","Tang2019"
"Tang2019.229","DAS+mSS","Fold10.Rep1",0.603874421296296,"Senecence Score","Tang2019"
"Tang2019.230","lassoCS","Fold10.Rep1",0.45475212191358,"Senecence Score","Tang2019"
"Tang2019.231","CSS","Fold10.Rep1",0.45475212191358,"Senecence Score","Tang2019"
"Tang2019.232","SenMayo","Fold10.Rep1",0.430615354938272,"Gene set","Tang2019"
"Tang2019.233","CellAge","Fold10.Rep1",0.470623070987654,"Gene set","Tang2019"
"Tang2019.234","GenAge","Fold10.Rep1",0.483877314814815,"Gene set","Tang2019"
"Tang2019.235","ASIG","Fold10.Rep1",0.513288966049383,"Gene set","Tang2019"
"Tang2019.236","SASP","Fold10.Rep1",0.480190972222222,"Gene set","Tang2019"
"Tang2019.237","AgingAtlas","Fold10.Rep1",0.451454475308642,"Gene set","Tang2019"
"Tang2019.238","SenUp","Fold10.Rep1",0.757949459876543,"Gene set","Tang2019"
"Tang2019.239","SigRS","Fold10.Rep1",0.567976466049383,"Gene set","Tang2019"
"Tang2019.240","GLB1","Fold10.Rep1",0.543956404320988,"Marker","Tang2019"
"Tang2019.241","TP53","Fold10.Rep1",0.470260416666667,"Marker","Tang2019"
"Tang2019.242","CDKN1A","Fold10.Rep1",0.708838734567901,"Marker","Tang2019"
"Tang2019.243","CDKN2A","Fold10.Rep1",0.460190972222222,"Marker","Tang2019"
"Tang2019.244","LMNB1","Fold10.Rep1",0.498612075617284,"Marker","Tang2019"
"Tang2019.245","RB1","Fold10.Rep1",0.478350694444445,"Marker","Tang2019"
"Tang2019.246","CDK1","Fold10.Rep1",0.497914737654321,"Marker","Tang2019"
"Tang2019.247","CDK4","Fold10.Rep1",0.497624421296296,"Marker","Tang2019"
"Tang2019.248","CDK6","Fold10.Rep1",0.569080825617284,"Marker","Tang2019"
"Tang2019.249","MKI67","Fold10.Rep1",0.501824845679012,"Marker","Tang2019"
"Tang2019.250","CDKN2B","Fold10.Rep1",0.494652777777778,"Marker","Tang2019"
"Tang2019.251","hUSI","Fold01.Rep2",0.824014274691358,"hUSI","Tang2019"
"Tang2019.252","DAS","Fold01.Rep2",0.579318094135802,"Senecence Score","Tang2019"
"Tang2019.253","mSS","Fold01.Rep2",0.598368055555556,"Senecence Score","Tang2019"
"Tang2019.254","DAS+mSS","Fold01.Rep2",0.605031828703704,"Senecence Score","Tang2019"
"Tang2019.255","lassoCS","Fold01.Rep2",0.455160108024691,"Senecence Score","Tang2019"
"Tang2019.256","CSS","Fold01.Rep2",0.455160108024691,"Senecence Score","Tang2019"
"Tang2019.257","SenMayo","Fold01.Rep2",0.427291666666667,"Gene set","Tang2019"
"Tang2019.258","CellAge","Fold01.Rep2",0.464756944444444,"Gene set","Tang2019"
"Tang2019.259","GenAge","Fold01.Rep2",0.477959104938272,"Gene set","Tang2019"
"Tang2019.260","ASIG","Fold01.Rep2",0.506631944444444,"Gene set","Tang2019"
"Tang2019.261","SASP","Fold01.Rep2",0.480038580246914,"Gene set","Tang2019"
"Tang2019.262","AgingAtlas","Fold01.Rep2",0.446884645061728,"Gene set","Tang2019"
"Tang2019.263","SenUp","Fold01.Rep2",0.754050925925926,"Gene set","Tang2019"
"Tang2019.264","SigRS","Fold01.Rep2",0.562611882716049,"Gene set","Tang2019"
"Tang2019.265","GLB1","Fold01.Rep2",0.546331018518519,"Marker","Tang2019"
"Tang2019.266","TP53","Fold01.Rep2",0.471734182098765,"Marker","Tang2019"
"Tang2019.267","CDKN1A","Fold01.Rep2",0.71054012345679,"Marker","Tang2019"
"Tang2019.268","CDKN2A","Fold01.Rep2",0.459615162037037,"Marker","Tang2019"
"Tang2019.269","LMNB1","Fold01.Rep2",0.499292052469136,"Marker","Tang2019"
"Tang2019.270","RB1","Fold01.Rep2",0.473125964506173,"Marker","Tang2019"
"Tang2019.271","CDK1","Fold01.Rep2",0.500692515432099,"Marker","Tang2019"
"Tang2019.272","CDK4","Fold01.Rep2",0.494648919753086,"Marker","Tang2019"
"Tang2019.273","CDK6","Fold01.Rep2",0.560414737654321,"Marker","Tang2019"
"Tang2019.274","MKI67","Fold01.Rep2",0.502539544753086,"Marker","Tang2019"
"Tang2019.275","CDKN2B","Fold01.Rep2",0.498779899691358,"Marker","Tang2019"
"Tang2019.276","hUSI","Fold02.Rep2",0.825671296296296,"hUSI","Tang2019"
"Tang2019.277","DAS","Fold02.Rep2",0.582566550925926,"Senecence Score","Tang2019"
"Tang2019.278","mSS","Fold02.Rep2",0.597326388888889,"Senecence Score","Tang2019"
"Tang2019.279","DAS+mSS","Fold02.Rep2",0.606551890432099,"Senecence Score","Tang2019"
"Tang2019.280","lassoCS","Fold02.Rep2",0.451699459876543,"Senecence Score","Tang2019"
"Tang2019.281","CSS","Fold02.Rep2",0.451699459876543,"Senecence Score","Tang2019"
"Tang2019.282","SenMayo","Fold02.Rep2",0.431053240740741,"Gene set","Tang2019"
"Tang2019.283","CellAge","Fold02.Rep2",0.467276234567901,"Gene set","Tang2019"
"Tang2019.284","GenAge","Fold02.Rep2",0.482554012345679,"Gene set","Tang2019"
"Tang2019.285","ASIG","Fold02.Rep2",0.508939043209877,"Gene set","Tang2019"
"Tang2019.286","SASP","Fold02.Rep2",0.483738425925926,"Gene set","Tang2019"
"Tang2019.287","AgingAtlas","Fold02.Rep2",0.452835648148148,"Gene set","Tang2019"
"Tang2019.288","SenUp","Fold02.Rep2",0.757417052469136,"Gene set","Tang2019"
"Tang2019.289","SigRS","Fold02.Rep2",0.569623842592593,"Gene set","Tang2019"
"Tang2019.290","GLB1","Fold02.Rep2",0.545391589506173,"Marker","Tang2019"
"Tang2019.291","TP53","Fold02.Rep2",0.468011188271605,"Marker","Tang2019"
"Tang2019.292","CDKN1A","Fold02.Rep2",0.708757716049383,"Marker","Tang2019"
"Tang2019.293","CDKN2A","Fold02.Rep2",0.465580632716049,"Marker","Tang2019"
"Tang2019.294","LMNB1","Fold02.Rep2",0.498611111111111,"Marker","Tang2019"
"Tang2019.295","RB1","Fold02.Rep2",0.479623842592593,"Marker","Tang2019"
"Tang2019.296","CDK1","Fold02.Rep2",0.49930362654321,"Marker","Tang2019"
"Tang2019.297","CDK4","Fold02.Rep2",0.504117476851852,"Marker","Tang2019"
"Tang2019.298","CDK6","Fold02.Rep2",0.566039737654321,"Marker","Tang2019"
"Tang2019.299","MKI67","Fold02.Rep2",0.501169945987654,"Marker","Tang2019"
"Tang2019.300","CDKN2B","Fold02.Rep2",0.496018518518519,"Marker","Tang2019"
"Tang2019.301","hUSI","Fold03.Rep2",0.830279706790123,"hUSI","Tang2019"
"Tang2019.302","DAS","Fold03.Rep2",0.58248649691358,"Senecence Score","Tang2019"
"Tang2019.303","mSS","Fold03.Rep2",0.598724922839506,"Senecence Score","Tang2019"
"Tang2019.304","DAS+mSS","Fold03.Rep2",0.608794367283951,"Senecence Score","Tang2019"
"Tang2019.305","lassoCS","Fold03.Rep2",0.452407407407407,"Senecence Score","Tang2019"
"Tang2019.306","CSS","Fold03.Rep2",0.452407407407407,"Senecence Score","Tang2019"
"Tang2019.307","SenMayo","Fold03.Rep2",0.423597608024691,"Gene set","Tang2019"
"Tang2019.308","CellAge","Fold03.Rep2",0.463599537037037,"Gene set","Tang2019"
"Tang2019.309","GenAge","Fold03.Rep2",0.482525077160494,"Gene set","Tang2019"
"Tang2019.310","ASIG","Fold03.Rep2",0.509508101851852,"Gene set","Tang2019"
"Tang2019.311","SASP","Fold03.Rep2",0.479645061728395,"Gene set","Tang2019"
"Tang2019.312","AgingAtlas","Fold03.Rep2",0.446624228395062,"Gene set","Tang2019"
"Tang2019.313","SenUp","Fold03.Rep2",0.756485339506173,"Gene set","Tang2019"
"Tang2019.314","SigRS","Fold03.Rep2",0.566444830246914,"Gene set","Tang2019"
"Tang2019.315","GLB1","Fold03.Rep2",0.538087384259259,"Marker","Tang2019"
"Tang2019.316","TP53","Fold03.Rep2",0.470272955246914,"Marker","Tang2019"
"Tang2019.317","CDKN1A","Fold03.Rep2",0.716476658950617,"Marker","Tang2019"
"Tang2019.318","CDKN2A","Fold03.Rep2",0.458811728395062,"Marker","Tang2019"
"Tang2019.319","LMNB1","Fold03.Rep2",0.499983603395062,"Marker","Tang2019"
"Tang2019.320","RB1","Fold03.Rep2",0.477057291666667,"Marker","Tang2019"
"Tang2019.321","CDK1","Fold03.Rep2",0.497202932098765,"Marker","Tang2019"
"Tang2019.322","CDK4","Fold03.Rep2",0.494580439814815,"Marker","Tang2019"
"Tang2019.323","CDK6","Fold03.Rep2",0.555603780864198,"Marker","Tang2019"
"Tang2019.324","MKI67","Fold03.Rep2",0.498530092592593,"Marker","Tang2019"
"Tang2019.325","CDKN2B","Fold03.Rep2",0.493251350308642,"Marker","Tang2019"
"Tang2019.326","hUSI","Fold04.Rep2",0.825889274691358,"hUSI","Tang2019"
"Tang2019.327","DAS","Fold04.Rep2",0.583659336419753,"Senecence Score","Tang2019"
"Tang2019.328","mSS","Fold04.Rep2",0.596765046296296,"Senecence Score","Tang2019"
"Tang2019.329","DAS+mSS","Fold04.Rep2",0.606865354938272,"Senecence Score","Tang2019"
"Tang2019.330","lassoCS","Fold04.Rep2",0.458159722222222,"Senecence Score","Tang2019"
"Tang2019.331","CSS","Fold04.Rep2",0.458159722222222,"Senecence Score","Tang2019"
"Tang2019.332","SenMayo","Fold04.Rep2",0.422804783950617,"Gene set","Tang2019"
"Tang2019.333","CellAge","Fold04.Rep2",0.474344135802469,"Gene set","Tang2019"
"Tang2019.334","GenAge","Fold04.Rep2",0.484537037037037,"Gene set","Tang2019"
"Tang2019.335","ASIG","Fold04.Rep2",0.514623842592593,"Gene set","Tang2019"
"Tang2019.336","SASP","Fold04.Rep2",0.476876929012346,"Gene set","Tang2019"
"Tang2019.337","AgingAtlas","Fold04.Rep2",0.451275077160494,"Gene set","Tang2019"
"Tang2019.338","SenUp","Fold04.Rep2",0.756811342592593,"Gene set","Tang2019"
"Tang2019.339","SigRS","Fold04.Rep2",0.568628472222222,"Gene set","Tang2019"
"Tang2019.340","GLB1","Fold04.Rep2",0.546865354938272,"Marker","Tang2019"
"Tang2019.341","TP53","Fold04.Rep2",0.467443094135802,"Marker","Tang2019"
"Tang2019.342","CDKN1A","Fold04.Rep2",0.701456404320988,"Marker","Tang2019"
"Tang2019.343","CDKN2A","Fold04.Rep2",0.459976851851852,"Marker","Tang2019"
"Tang2019.344","LMNB1","Fold04.Rep2",0.499286265432099,"Marker","Tang2019"
"Tang2019.345","RB1","Fold04.Rep2",0.474134837962963,"Marker","Tang2019"
"Tang2019.346","CDK1","Fold04.Rep2",0.498604359567901,"Marker","Tang2019"
"Tang2019.347","CDK4","Fold04.Rep2",0.498623649691358,"Marker","Tang2019"
"Tang2019.348","CDK6","Fold04.Rep2",0.563805941358025,"Marker","Tang2019"
"Tang2019.349","MKI67","Fold04.Rep2",0.501842206790123,"Marker","Tang2019"
"Tang2019.350","CDKN2B","Fold04.Rep2",0.496755401234568,"Marker","Tang2019"
"Tang2019.351","hUSI","Fold05.Rep2",0.829639274691358,"hUSI","Tang2019"
"Tang2019.352","DAS","Fold05.Rep2",0.581364776234568,"Senecence Score","Tang2019"
"Tang2019.353","mSS","Fold05.Rep2",0.592906057098765,"Senecence Score","Tang2019"
"Tang2019.354","DAS+mSS","Fold05.Rep2",0.60505787037037,"Senecence Score","Tang2019"
"Tang2019.355","lassoCS","Fold05.Rep2",0.449058641975309,"Senecence Score","Tang2019"
"Tang2019.356","CSS","Fold05.Rep2",0.449058641975309,"Senecence Score","Tang2019"
"Tang2019.357","SenMayo","Fold05.Rep2",0.420729166666667,"Gene set","Tang2019"
"Tang2019.358","CellAge","Fold05.Rep2",0.46272762345679,"Gene set","Tang2019"
"Tang2019.359","GenAge","Fold05.Rep2",0.477492283950617,"Gene set","Tang2019"
"Tang2019.360","ASIG","Fold05.Rep2",0.50585262345679,"Gene set","Tang2019"
"Tang2019.361","SASP","Fold05.Rep2",0.47225887345679,"Gene set","Tang2019"
"Tang2019.362","AgingAtlas","Fold05.Rep2",0.445233410493827,"Gene set","Tang2019"
"Tang2019.363","SenUp","Fold05.Rep2",0.759502314814815,"Gene set","Tang2019"
"Tang2019.364","SigRS","Fold05.Rep2",0.561197916666667,"Gene set","Tang2019"
"Tang2019.365","GLB1","Fold05.Rep2",0.541336805555556,"Marker","Tang2019"
"Tang2019.366","TP53","Fold05.Rep2",0.464681712962963,"Marker","Tang2019"
"Tang2019.367","CDKN1A","Fold05.Rep2",0.714684606481482,"Marker","Tang2019"
"Tang2019.368","CDKN2A","Fold05.Rep2",0.457270447530864,"Marker","Tang2019"
"Tang2019.369","LMNB1","Fold05.Rep2",0.498591820987654,"Marker","Tang2019"
"Tang2019.370","RB1","Fold05.Rep2",0.47690200617284,"Marker","Tang2019"
"Tang2019.371","CDK1","Fold05.Rep2",0.497922453703704,"Marker","Tang2019"
"Tang2019.372","CDK4","Fold05.Rep2",0.495789930555556,"Marker","Tang2019"
"Tang2019.373","CDK6","Fold05.Rep2",0.561506558641975,"Marker","Tang2019"
"Tang2019.374","MKI67","Fold05.Rep2",0.501162229938272,"Marker","Tang2019"
"Tang2019.375","CDKN2B","Fold05.Rep2",0.490477430555556,"Marker","Tang2019"
"Tang2019.376","hUSI","Fold06.Rep2",0.819373070987654,"hUSI","Tang2019"
"Tang2019.377","DAS","Fold06.Rep2",0.577131558641975,"Senecence Score","Tang2019"
"Tang2019.378","mSS","Fold06.Rep2",0.584580439814815,"Senecence Score","Tang2019"
"Tang2019.379","DAS+mSS","Fold06.Rep2",0.597006172839506,"Senecence Score","Tang2019"
"Tang2019.380","lassoCS","Fold06.Rep2",0.458493441358025,"Senecence Score","Tang2019"
"Tang2019.381","CSS","Fold06.Rep2",0.458493441358025,"Senecence Score","Tang2019"
"Tang2019.382","SenMayo","Fold06.Rep2",0.423609182098765,"Gene set","Tang2019"
"Tang2019.383","CellAge","Fold06.Rep2",0.452638888888889,"Gene set","Tang2019"
"Tang2019.384","GenAge","Fold06.Rep2",0.472372685185185,"Gene set","Tang2019"
"Tang2019.385","ASIG","Fold06.Rep2",0.497851080246914,"Gene set","Tang2019"
"Tang2019.386","SASP","Fold06.Rep2",0.481643518518518,"Gene set","Tang2019"
"Tang2019.387","AgingAtlas","Fold06.Rep2",0.44235725308642,"Gene set","Tang2019"
"Tang2019.388","SenUp","Fold06.Rep2",0.74725887345679,"Gene set","Tang2019"
"Tang2019.389","SigRS","Fold06.Rep2",0.559984567901235,"Gene set","Tang2019"
"Tang2019.390","GLB1","Fold06.Rep2",0.536284722222222,"Marker","Tang2019"
"Tang2019.391","TP53","Fold06.Rep2",0.46757137345679,"Marker","Tang2019"
"Tang2019.392","CDKN1A","Fold06.Rep2",0.70298900462963,"Marker","Tang2019"
"Tang2019.393","CDKN2A","Fold06.Rep2",0.456099537037037,"Marker","Tang2019"
"Tang2019.394","LMNB1","Fold06.Rep2",0.499297839506173,"Marker","Tang2019"
"Tang2019.395","RB1","Fold06.Rep2",0.477522183641975,"Marker","Tang2019"
"Tang2019.396","CDK1","Fold06.Rep2",0.497922453703704,"Marker","Tang2019"
"Tang2019.397","CDK4","Fold06.Rep2",0.491645447530864,"Marker","Tang2019"
"Tang2019.398","CDK6","Fold06.Rep2",0.564851466049383,"Marker","Tang2019"
"Tang2019.399","MKI67","Fold06.Rep2",0.499802276234568,"Marker","Tang2019"
"Tang2019.400","CDKN2B","Fold06.Rep2",0.493881172839506,"Marker","Tang2019"
"Tang2019.401","hUSI","Fold07.Rep2",0.825470679012346,"hUSI","Tang2019"
"Tang2019.402","DAS","Fold07.Rep2",0.580713734567901,"Senecence Score","Tang2019"
"Tang2019.403","mSS","Fold07.Rep2",0.598794367283951,"Senecence Score","Tang2019"
"Tang2019.404","DAS+mSS","Fold07.Rep2",0.607221257716049,"Senecence Score","Tang2019"
"Tang2019.405","lassoCS","Fold07.Rep2",0.46821662808642,"Senecence Score","Tang2019"
"Tang2019.406","CSS","Fold07.Rep2",0.46821662808642,"Senecence Score","Tang2019"
"Tang2019.407","SenMayo","Fold07.Rep2",0.423869598765432,"Gene set","Tang2019"
"Tang2019.408","CellAge","Fold07.Rep2",0.468312114197531,"Gene set","Tang2019"
"Tang2019.409","GenAge","Fold07.Rep2",0.477210648148148,"Gene set","Tang2019"
"Tang2019.410","ASIG","Fold07.Rep2",0.508927469135802,"Gene set","Tang2019"
"Tang2019.411","SASP","Fold07.Rep2",0.476624228395062,"Gene set","Tang2019"
"Tang2019.412","AgingAtlas","Fold07.Rep2",0.442675540123457,"Gene set","Tang2019"
"Tang2019.413","SenUp","Fold07.Rep2",0.760040509259259,"Gene set","Tang2019"
"Tang2019.414","SigRS","Fold07.Rep2",0.564429012345679,"Gene set","Tang2019"
"Tang2019.415","GLB1","Fold07.Rep2",0.541792052469136,"Marker","Tang2019"
"Tang2019.416","TP53","Fold07.Rep2",0.464835069444444,"Marker","Tang2019"
"Tang2019.417","CDKN1A","Fold07.Rep2",0.710210262345679,"Marker","Tang2019"
"Tang2019.418","CDKN2A","Fold07.Rep2",0.459511959876543,"Marker","Tang2019"
"Tang2019.419","LMNB1","Fold07.Rep2",0.497895447530864,"Marker","Tang2019"
"Tang2019.420","RB1","Fold07.Rep2",0.477159529320988,"Marker","Tang2019"
"Tang2019.421","CDK1","Fold07.Rep2",0.500003858024691,"Marker","Tang2019"
"Tang2019.422","CDK4","Fold07.Rep2",0.495306712962963,"Marker","Tang2019"
"Tang2019.423","CDK6","Fold07.Rep2",0.565915316358025,"Marker","Tang2019"
"Tang2019.424","MKI67","Fold07.Rep2",0.502507716049383,"Marker","Tang2019"
"Tang2019.425","CDKN2B","Fold07.Rep2",0.495414737654321,"Marker","Tang2019"
"Tang2019.426","hUSI","Fold08.Rep2",0.832887731481481,"hUSI","Tang2019"
"Tang2019.427","DAS","Fold08.Rep2",0.589662422839506,"Senecence Score","Tang2019"
"Tang2019.428","mSS","Fold08.Rep2",0.609720293209877,"Senecence Score","Tang2019"
"Tang2019.429","DAS+mSS","Fold08.Rep2",0.618559992283951,"Senecence Score","Tang2019"
"Tang2019.430","lassoCS","Fold08.Rep2",0.461657986111111,"Senecence Score","Tang2019"
"Tang2019.431","CSS","Fold08.Rep2",0.461657986111111,"Senecence Score","Tang2019"
"Tang2019.432","SenMayo","Fold08.Rep2",0.433368055555556,"Gene set","Tang2019"
"Tang2019.433","CellAge","Fold08.Rep2",0.480281635802469,"Gene set","Tang2019"
"Tang2019.434","GenAge","Fold08.Rep2",0.487336033950617,"Gene set","Tang2019"
"Tang2019.435","ASIG","Fold08.Rep2",0.519805169753086,"Gene set","Tang2019"
"Tang2019.436","SASP","Fold08.Rep2",0.477997685185185,"Gene set","Tang2019"
"Tang2019.437","AgingAtlas","Fold08.Rep2",0.454104938271605,"Gene set","Tang2019"
"Tang2019.438","SenUp","Fold08.Rep2",0.764430941358025,"Gene set","Tang2019"
"Tang2019.439","SigRS","Fold08.Rep2",0.576350308641975,"Gene set","Tang2019"
"Tang2019.440","GLB1","Fold08.Rep2",0.543844521604938,"Marker","Tang2019"
"Tang2019.441","TP53","Fold08.Rep2",0.469384645061728,"Marker","Tang2019"
"Tang2019.442","CDKN1A","Fold08.Rep2",0.714820601851852,"Marker","Tang2019"
"Tang2019.443","CDKN2A","Fold08.Rep2",0.458887924382716,"Marker","Tang2019"
"Tang2019.444","LMNB1","Fold08.Rep2",0.499295910493827,"Marker","Tang2019"
"Tang2019.445","RB1","Fold08.Rep2",0.482193287037037,"Marker","Tang2019"
"Tang2019.446","CDK1","Fold08.Rep2",0.497930169753086,"Marker","Tang2019"
"Tang2019.447","CDK4","Fold08.Rep2",0.495343364197531,"Marker","Tang2019"
"Tang2019.448","CDK6","Fold08.Rep2",0.565734953703704,"Marker","Tang2019"
"Tang2019.449","MKI67","Fold08.Rep2",0.50329475308642,"Marker","Tang2019"
"Tang2019.450","CDKN2B","Fold08.Rep2",0.494560185185185,"Marker","Tang2019"
"Tang2019.451","hUSI","Fold09.Rep2",0.830968364197531,"hUSI","Tang2019"
"Tang2019.452","DAS","Fold09.Rep2",0.58158950617284,"Senecence Score","Tang2019"
